split_level,repeat,split_role,sample_id,group_id,Folder,File,SMILES
training_only_within_group_selection,1,valid,Group 16/210.log,Group 16,Group 16,210.log,OC1=C(CC2=C(C(CC3=C(O)C(CC4=CC(C(C)(C)C)=CC(CC1=C5)=C4OCC(N6CCOCC6)=O)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCC(N7CCOCC7)=O)C=C5C(C)(C)C
training_only_within_group_selection,1,valid,Group 16/216.log,Group 16,Group 16,216.log,OC1=C(CC2=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C4OCC(N5CCOCCOCCOCC5)=O)=C2OCC(N6CCOCCOCCOCC6)=O)C=C(C(C)(C)C)C=C1CC7=CC(C(C)(C)C)=CC(CC4=C3)=C7OCC(N8CCOCCOCCOCC8)=O
training_only_within_group_selection,1,valid,Group 18/220.log,Group 18,Group 18,220.log,C12=C(C(SC(C=CC=C3S4)=C3OCCOCCOCCOC(C(SC5=CC=CC4=C5OCCCOC6=CC(C7=NC=CC=C7)=NC(C8=CC=CC=N8)=C6)=CC=C9)=C9S2)=CC=C1)OCCCOC%10=CC(C%11=NC=CC=C%11)=NC(C%12=CC=CC=N%12)=C%10
training_only_within_group_selection,1,valid,Group 19/232.log,Group 19,Group 19,232.log,CC(C1=CC2=C(OCCCCSCC(OC)=O)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCCSCC(OC)=O)=C4OCCCCSCC(OC)=O)=C3OCCCCSCC(OC)=O)=C1)(C)C
training_only_within_group_selection,1,valid,Group 19/233.log,Group 19,Group 19,233.log,CC(C1=CC2=C(OCCCCCSCC(OC)=O)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCCCSCC(OC)=O)=C4OCCCCCSCC(OC)=O)=C3OCCCCCSCC(OC)=O)=C1)(C)C
training_only_within_group_selection,1,valid,Group 19/240.log,Group 19,Group 19,240.log,CC(C1=CC2=C(OCCSCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCBr)=C4OCCSCCCCCCCC)=C3OCCCBr)=C1)(C)C
training_only_within_group_selection,1,valid,Group 20/245.log,Group 20,Group 20,245.log,CC(C1=CC2=C(OCCSCCSCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCBr)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCBr)=C1)(C)C
training_only_within_group_selection,1,valid,Group 21/254.log,Group 21,Group 21,254.log,C12=C(C(SC(C=CC=C3S4)=C3OCCSCCSCCOC(C(SC5=CC=CC4=C5OCCCOC6=CC(C7=NC=CC=C7)=NC(C8=CC=CC=N8)=C6)=CC=C9)=C9S2)=CC=C1)OCCCOC%10=CC(C%11=NC=CC=C%11)=NC(C%12=CC=CC=N%12)=C%10
training_only_within_group_selection,1,valid,Group 22/258.log,Group 22,Group 22,258.log,CC(C1=CC2=C(OCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCSCC5=CC=CC=C5)C=C(C(C)(C)C)C=C3S6)C(SC7=CC(C(C)(C)C)=CC6=C7OCCSCC8=CC=CC=C8)=C1)(C)C
training_only_within_group_selection,2,train,Group 1/2.log,Group 1,Group 1,2.log,OC1=C(CC2=C(C(CC3=C(O)C(CC4=CC(Br)=CC(CC1=C5)=C4O)=CC(Br)=C3)=CC(Br)=C2)O)C=C5Br
training_only_within_group_selection,2,train,Group 1/3.log,Group 1,Group 1,3.log,OC1=C(CC2=CC(C(C)(C)C)=CC3=C2O)C=C(C(C)(C)C)C=C1CC4=C(O)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC7=CC(C(C)(C)C)=CC(CC8=CC(C(C)(C)C)=CC(CC(C=C(C(C)(C)C)C=C9C3)=C9O)=C8O)=C7O)=C6O)=C5O)=CC(C(C)(C)C)=C4
training_only_within_group_selection,2,train,Group 1/5.log,Group 1,Group 1,5.log,OC1=C(SC2=C(C(SC3=C(O)C(S4)=CC=C3)=CC=C2)O)C=CC=C1SC5=C(O)C4=CC=C5
training_only_within_group_selection,2,train,Group 1/7.log,Group 1,Group 1,7.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC([NH3+])=CC(SC1=C5)=C4O)=CC([NH3])=C3)=CC([NH3])=C2)O)C=C5[NH3].Cl[Sn-](Cl)(Cl)(Cl)Cl.Cl[Sn-](Cl)(Cl)([Cl+])Cl.Cl[Sn](Cl)(Cl)(Cl)Cl.Cl[Sn](Cl)(Cl)(Cl)Cl
training_only_within_group_selection,2,train,Group 1/9.log,Group 1,Group 1,9.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(CCl)=CC(SC1=C5)=C4O)=CC(CCl)=C3)=CC(CCl)=C2)O)C=C5CCl
training_only_within_group_selection,2,train,Group 1/10.log,Group 1,Group 1,10.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(Br)=CC(SC1=C5)=C4O)=CC(Br)=C3)=CC(Br)=C2)O)C=C5Br
training_only_within_group_selection,2,train,Group 1/11.log,Group 1,Group 1,11.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(S(=O)([O-])=O)=CC(SC1=C5)=C4O)=CC(S(=O)([O-])=O)=C3)=CC(S(=O)([O-])=O)=C2)O)C=C5S(=O)([O-])=O.[Na+].[Na+].[Na+].[Na+]
training_only_within_group_selection,2,train,Group 2/12.log,Group 2,Group 2,12.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4O[Si](C)(C(C)(C)C)C)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)O[Si](C)(C)C(C)(C)C)C=C5C(C)(C)C
training_only_within_group_selection,2,train,Group 2/14.log,Group 2,Group 2,14.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(Br)=CC(SC1=C5)=C4O[Si](C)(C(C)(C)C)C)=CC(Br)=C3)=CC(Br)=C2)O[Si](C)(C)C(C)(C)C)C=C5Br
training_only_within_group_selection,2,train,Group 3/18.log,Group 3,Group 3,18.log,BrC1=CC(SC2=CC(Br)=CC(SC3=C(OCCCC)C(SC4=CC(Br)=CC(SC5=C1)=C4OCCCC)=CC(Br)=C3)=C2OCCCC)=C5OCCCC
training_only_within_group_selection,2,train,Group 3/20.log,Group 3,Group 3,20.log,OC1=C(SC2=C(C(SC3=C(O)C(S4)=CC=C3)=CC=C2)OCCCCCCCCCCCC)C=CC=C1SC5=C(OCCCCCCCCCCCC)C4=CC=C5
training_only_within_group_selection,2,train,Group 3/21.log,Group 3,Group 3,21.log,OC1=C(SC2=C(C(SC3=C(O)C(S4)=CC=C3)=CC=C2)OCCCCCCCC)C=CC=C1SC5=C(OCCCCCCCC)C4=CC=C5
training_only_within_group_selection,2,train,Group 3/22.log,Group 3,Group 3,22.log,OC1=C(SC2=C(C(SC3=C(O)C(S4)=CC([N+]([O-])=O)=C3)=CC=C2)OCCCCCCCCCCCC)C=C([N+]([O-])=O)C=C1SC5=C(OCCCCCCCCCCCC)C4=CC=C5
training_only_within_group_selection,2,train,Group 3/23.log,Group 3,Group 3,23.log,ClC1=CC(CC2=C3)=C(OCCCCCCCCCCCC)C(CC4=CC(C(C)(C)C)=CC(CC5=CC(Cl)=CC(CC(C=C3C(C)(C)C)=C2OCCCC)=C5OCCCCCCCCCCCC)=C4OCCCC)=C1
training_only_within_group_selection,2,train,Group 3/24.log,Group 3,Group 3,24.log,BrC(C=C1S2)=CC(SC3=CC(Br)=CC(SC4=C(O[Si](C)(C)C(C)(C)C)C(SC5=CC(Br)=CC2=C5O)=CC(Br)=C4)=C3OCCCCCCCCCCCC)=C1O[Si](C)(C)C(C)(C)C
training_only_within_group_selection,2,train,Group 3/26.log,Group 3,Group 3,26.log,OC1=C2C=CC=C1SC3=CC=CC(SC4=C(C(SC(C=CC=C5S2)=C5OCCCCCCCCCCCC)=CC=C4)OCCCCCCCCCCCC)=C3OCCCCCCCCCCCC
training_only_within_group_selection,2,train,Group 4/28.log,Group 4,Group 4,28.log,CC(C)(C1=CC(CC2=C(C(CC(C=C(C=C3C4)C(C)(C)C)=C3OCC#C)=CC(C(C)(C)C)=C2)OCC#C)=C(OCC#C)C(CC5=CC(C(C)(C)C)=CC4=C5OCC#C)=C1)C
training_only_within_group_selection,2,train,Group 4/29.log,Group 4,Group 4,29.log,CC(C1=CC2=C(OCC#C)C(CC3=CC(C(C)(C)C)=CC(CC4=CC(C(C)(C)C)=CC(CC5=CC(C(C)(C)C)=CC(C2)=C5OCC#C)=C4OCC#C)=C3OCC#C)=C1)(C)C
training_only_within_group_selection,2,train,Group 4/30.log,Group 4,Group 4,30.log,C#CCOC1=C2C=CC=C1CC3=CC=CC(CC4=CC=CC(CC(C=CC=C5C2)=C5OCC#C)=C4OCC#C)=C3OCC#C
training_only_within_group_selection,2,train,Group 4/32.log,Group 4,Group 4,32.log,OC1=C(CC2=C(C(CC3=C(O)C(CC4=CC(C(C)(C)C)=CC(CC1=C5)=C4OCC=C)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCC=C)C=C5C(C)(C)C
training_only_within_group_selection,2,train,Group 4/33.log,Group 4,Group 4,33.log,OC1=C(CC2=C(C(CC3=C(O)C(C4)=CC=C3)=CC=C2)OCC=C)C=CC=C1CC5=C(OCC=C)C4=CC=C5
training_only_within_group_selection,2,train,Group 4/35.log,Group 4,Group 4,35.log,CC(C1=CC2=C(OCC=C)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCC=C)=C4OCC=C)=C3OCC=C)=C1)(C)C
training_only_within_group_selection,2,train,Group 4/36.log,Group 4,Group 4,36.log,CC(C1=CC2=C(OCC#C)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCC#C)=C4OCC#C)=C3OCC#C)=C1)(C)C
training_only_within_group_selection,2,train,Group 4/36_iso.log,Group 4,Group 4,36_iso.log,CC(C)(C1=CC(SC2=C(C(SC(C=C(C=C3S4)C(C)(C)C)=C3OCC#C)=CC(C(C)(C)C)=C2)OCC#C)=C(OCC#C)C(SC5=CC(C(C)(C)C)=CC4=C5OCC#C)=C1)C
training_only_within_group_selection,2,train,Group 4/37_iso.log,Group 4,Group 4,37_iso.log,C#CCOC1=C(SC2=CC=CC(S3)=C2OCC#C)C=CC=C1SC4=C(OCC#C)C(SC5=CC=CC3=C5OCC#C)=CC=C4
training_only_within_group_selection,2,train,Group 4/37.log,Group 4,Group 4,37.log,C#CCOC1=C(S2)C=CC=C1SC(C=CC=C3SC4=C(OCC#C)C(SC5=CC=CC2=C5OCC#C)=CC=C4)=C3OCC#C
training_only_within_group_selection,2,train,Group 4/38.log,Group 4,Group 4,38.log,BrC1=CC(SC2=CC(Br)=CC(SC3=C(OCC#C)C(SC4=CC(Br)=CC(SC5=C1)=C4OCC#C)=CC(Br)=C3)=C2OCC#C)=C5OCC#C
training_only_within_group_selection,2,train,Group 4/39.log,Group 4,Group 4,39.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCC#C)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCC#C)C=C5C(C)(C)C
training_only_within_group_selection,2,train,Group 4/40.log,Group 4,Group 4,40.log,CC(C)(C)C1=CC(CC2=C3)=C(OCCC#C)C(CC4=CC(C(C)(C)C)=CC(CC5=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCCC#C)=C5OCCC#C)=C4OCCC#C)=C1
training_only_within_group_selection,2,train,Group 4/41.log,Group 4,Group 4,41.log,CC(C)(C1=CC(CC2=C(C(CC(C=C(C=C3C4)C(C)(C)C)=C3OCCCC#C)=CC(C(C)(C)C)=C2)OCCCC#C)=C(OCCCC#C)C(CC5=CC(C(C)(C)C)=CC4=C5OCCCC#C)=C1)C
training_only_within_group_selection,2,train,Group 4/43.log,Group 4,Group 4,43.log,CC(C)(C)C1=CC(CC2=C3)=C(OCCCCC#C)C(CC4=CC(C(C)(C)C)=CC(CC5=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCCCCC#C)=C5OCCCCC#C)=C4OCCCCC#C)=C1
training_only_within_group_selection,2,train,Group 4/44.log,Group 4,Group 4,44.log,CC(C1=CC2=C(OCCC#C)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC5=C4OCCC#CC(C(C=C6S5)=CC(S2)=C6OCCC#C)(C)C)=C3OCCC#C)=C1)(C)C
training_only_within_group_selection,2,train,Group 4/47.log,Group 4,Group 4,47.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCC#C)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCC#C)C=C5C(C)(C)C
training_only_within_group_selection,2,train,Group 4/48.log,Group 4,Group 4,48.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCCC#C)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCCC#C)C=C5C(C)(C)C
training_only_within_group_selection,2,train,Group 4/49.log,Group 4,Group 4,49.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCCCC#C)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCCCC#C)C=C5C(C)(C)C
training_only_within_group_selection,2,train,Group 4/51.log,Group 4,Group 4,51.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCC#C)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)O)C=C5C(C)(C)C
training_only_within_group_selection,2,train,Group 4/54.log,Group 4,Group 4,54.log,OC1=C(CC2=C(C(CC3=C(OCC#C)C(CC4=CC(C(C)(C)C)=CC(CC1=C5)=C4OCC#C)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)O)C=C5C(C)(C)C
training_only_within_group_selection,2,train,Group 5/55.log,Group 5,Group 5,55.log,CC(C1=CC2=C(OCCC#C)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC5=C4OCCC#CC(C(C=C6S5)=CC(S2)=C6OCCCCCCCCCCCC)(C)C)=C3OCCCCCCCCCCCC)=C1)(C)C
training_only_within_group_selection,2,train,Group 6/60.log,Group 6,Group 6,60.log,OC1=C(CC2=C(C(CC3=C(O)C(CC4=CC(C(C)(C)C)=CC(CC1=C5)=C4OCCCCBr)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCCCBr)C=C5C(C)(C)C
training_only_within_group_selection,2,train,Group 6/62.log,Group 6,Group 6,62.log,CC(C1=CC2=C(OCCCBr)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCBr)=C4OCCCBr)=C3OCCCBr)=C1)(C)C
training_only_within_group_selection,2,train,Group 6/63.log,Group 6,Group 6,63.log,CC(C1=CC2=C(OCCCCBr)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCCBr)=C4OCCCCBr)=C3OCCCCBr)=C1)(C)C
training_only_within_group_selection,2,train,Group 6/64.log,Group 6,Group 6,64.log,CC(C1=CC2=C(OCCCCCBr)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCCCBr)=C4OCCCCCBr)=C3OCCCCCBr)=C1)(C)C
training_only_within_group_selection,2,train,Group 6/65.log,Group 6,Group 6,65.log,CC(C1=CC2=C(OCCCCCCBr)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCCCCBr)=C4OCCCCCCBr)=C3OCCCCCCBr)=C1)(C)C
training_only_within_group_selection,2,train,Group 6/66.log,Group 6,Group 6,66.log,CC(C1=CC2=C(OCCCCCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCBr)=C4OCCCCCCCCCCCC)=C3OCCCBr)=C1)(C)C
training_only_within_group_selection,2,train,Group 7/68.log,Group 7,Group 7,68.log,OC1=C(CC2=C(C(CC3=C(O)C(CC4=CC(/N=N/C5=CC=C([N+]([O-])=O)C=C5)=CC(CC1=C6)=C4O)=CC(/N=N/C7=CC=C([N+]([O-])=O)C=C7)=C3)=CC(/N=N/C8=CC=C([N+]([O-])=O)C=C8)=C2)O)C=C6/N=N/C9=CC=C([N+]([O-])=O)C=C9
training_only_within_group_selection,2,train,Group 7/70.log,Group 7,Group 7,70.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(/N=N/C5=CC=C([N+]([O-])=O)C=C5)=CC(SC1=C6)=C4OCCCBr)=CC(/N=N/C7=CC=C([N+]([O-])=O)C=C7)=C3)=CC(/N=N/C8=CC=C([N+]([O-])=O)C=C8)=C2)OCCCBr)C=C6/N=N/C9=CC=C([N+]([O-])=O)C=C9
training_only_within_group_selection,2,train,Group 7/71.log,Group 7,Group 7,71.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCCOC6=CC=C(/N=N/C7=CC=C([N+]([O-])=O)C=C7)C=C6)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCCOC8=CC=C(/N=N/C9=CC=C([N+]([O-])=O)C=C9)C=C8)C=C5C(C)(C)C
training_only_within_group_selection,2,train,Group 7/72.log,Group 7,Group 7,72.log,OC(C=C1)=CC=C1/N=N/C2=CC=C([N+]([O-])=O)C=C2
training_only_within_group_selection,2,train,Group 7/75.log,Group 7,Group 7,75.log,OCCN(CC)C(C=C1)=CC=C1/N=N/C2=CC=C([N+]([O-])=O)C=C2
training_only_within_group_selection,2,train,Group 8/77.log,Group 8,Group 8,77.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCCN)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCCN)C=C5C(C)(C)C
training_only_within_group_selection,2,train,Group 8/78.log,Group 8,Group 8,78.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCN)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)O)C=C5C(C)(C)C
training_only_within_group_selection,2,train,Group 8/79.log,Group 8,Group 8,79.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCCN)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)O)C=C5C(C)(C)C
training_only_within_group_selection,2,train,Group 8/80.log,Group 8,Group 8,80.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCN(CC)CC6=CC=CC=C6)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCN(CC)CC7=CC=CC=C7)C=C5C(C)(C)C
training_only_within_group_selection,2,train,Group 8/81.log,Group 8,Group 8,81.log,CC(C1=CC2=C(OCCCCCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCN)=C4OCCCCCCCCCCCC)=C3OCCN)=C1)(C)C
training_only_within_group_selection,2,train,Group 8/82.log,Group 8,Group 8,82.log,CC(C1=CC2=C(OCCCCCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCN)=C4OCCCCCCCCCCCC)=C3OCCCN)=C1)(C)C
training_only_within_group_selection,2,train,Group 8/83.log,Group 8,Group 8,83.log,CC(C1=CC2=C(OCCCCCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCN=[N+]=[N-])=C4OCCCCCCCCCCCC)=C3OCCCN=[N+]=[N-])=C1)(C)C
training_only_within_group_selection,2,train,Group 8/84.log,Group 8,Group 8,84.log,CC(C1=CC2=C(OCCN=[N+]=[N-])C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCN=[N+]=[N-])=C4OCCN=[N+]=[N-])=C3OCCN=[N+]=[N-])=C1)(C)C
training_only_within_group_selection,2,train,Group 8/85.log,Group 8,Group 8,85.log,CC(C1=CC2=C(OCCCN=[N+]=[N-])C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCN=[N+]=[N-])=C4OCCCN=[N+]=[N-])=C3OCCCN=[N+]=[N-])=C1)(C)C
training_only_within_group_selection,2,train,Group 8/87.log,Group 8,Group 8,87.log,CC(C1=CC2=C(OCCCCCN=[N+]=[N-])C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCCCN=[N+]=[N-])=C4OCCCCCN=[N+]=[N-])=C3OCCCCCN=[N+]=[N-])=C1)(C)C
training_only_within_group_selection,2,train,Group 9/92.log,Group 9,Group 9,92.log,CC(C)(C1=CC(CC2=C(C(CC(C=C(C=C3C4)C(C)(C)C)=C3OCC5=CC(C6=CC=C(C)C=C6)=NN5)=CC(C(C)(C)C)=C2)OCC7=CC(C8=CC=C(C)C=C8)=NN7)=C(OCC9=CC(C%10=CC=C(C)C=C%10)=NN9)C(CC%11=CC(C(C)(C)C)=CC4=C%11OCC%12=CC(C%13=CC=C(C)C=C%13)=NN%12)=C1)C
training_only_within_group_selection,2,train,Group 9/93.log,Group 9,Group 9,93.log,CC(C)(C1=CC(CC2=C(C(CC(C=C(C=C3C4)C(C)(C)C)=C3OCC5=CC(C6=CC=C(Cl)C=C6)=NN5)=CC(C(C)(C)C)=C2)OCC7=CC(C8=CC=C(Cl)C=C8)=NN7)=C(OCC9=CC(C%10=CC=C(Cl)C=C%10)=NN9)C(CC%11=CC(C(C)(C)C)=CC4=C%11OCC%12=CC(C%13=CC=C(Cl)C=C%13)=NN%12)=C1)C
training_only_within_group_selection,2,train,Group 9/94.log,Group 9,Group 9,94.log,CC(C)(C1=CC(CC2=C(C(CC(C=C(C=C3C4)C(C)(C)C)=C3OCC5=CC(C6=CC=C(OC)C=C6)=NN5)=CC(C(C)(C)C)=C2)OCC7=CC(C8=CC=C(OC)C=C8)=NN7)=C(OCC9=CC(C%10=CC=C(OC)C=C%10)=NN9)C(CC%11=CC(C(C)(C)C)=CC4=C%11OCC%12=CC(C%13=CC=C(OC)C=C%13)=NN%12)=C1)C
training_only_within_group_selection,2,train,Group 9/95.log,Group 9,Group 9,95.log,CC(C)(C)C1=CC(CC2=C3)=C(OCC4=CC(C5=CC=C(C)C=C5)=NN4)C(CC6=CC(C(C)(C)C)=CC(CC7=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC8=CC(C9=CC=C(C)C=C9)=NN8)=C7OCC%10=CC(C%11=CC=C(C)C=C%11)=N[N]%10)=C6OCC%12=CC(C%13=CC=C(C)C=C%13)=NN%12)=C1
training_only_within_group_selection,2,train,Group 9/96.log,Group 9,Group 9,96.log,CC(C)(C)C1=CC(CC2=C3)=C(OCC4=CC(C5=CC=C(Cl)C=C5)=NN4)C(CC6=CC(C(C)(C)C)=CC(CC7=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC8=CC(C9=CC=C(Cl)C=C9)=NN8)=C7OCC%10=CC(C%11=CC=C(Cl)C=C%11)=N[N]%10)=C6OCC%12=CC(C%13=CC=C(Cl)C=C%13)=NN%12)=C1
training_only_within_group_selection,2,train,Group 9/97.log,Group 9,Group 9,97.log,CC(C)(C)C1=CC(CC2=C3)=C(OCC4=CC(C5=CC=C(OC)C=C5)=NN4)C(CC6=CC(C(C)(C)C)=CC(CC7=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC8=CC(C9=CC=C(OC)C=C9)=NN8)=C7OCC%10=CC(C%11=CC=C(OC)C=C%11)=NN%10)=C6OCC%12=CC(C%13=CC=C(OC)C=C%13)=NN%12)=C1
training_only_within_group_selection,2,train,Group 9/99.log,Group 9,Group 9,99.log,CC(C1=CC2=C(OCC3=CC(C4=CC=CC=C4)=NN3)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC7=CC(C(C)(C)C)=CC(C2)=C7OCC8=CC(C9=CC=CC=C9)=NN8)=C6OCC%10=CC(C%11=CC=CC=C%11)=NN%10)=C5OCC%12=CC(C%13=CC=CC=C%13)=NN%12)=C1)(C)C
training_only_within_group_selection,2,train,Group 9/101.log,Group 9,Group 9,101.log,CC(C1=CC2=C(OCC3=CC(C4=CC=C(Cl)C=C4)=NN3)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC7=CC(C(C)(C)C)=CC(C2)=C7OCC8=CC(C9=CC=C(Cl)C=C9)=NN8)=C6OCC%10=CC(C%11=CC=C(Cl)C=C%11)=NN%10)=C5OCC%12=CC(C%13=CC=C(Cl)C=C%13)=NN%12)=C1)(C)C
training_only_within_group_selection,2,train,Group 9/104.log,Group 9,Group 9,104.log,CC(C1=CC2=C(OCCCC3=CC(C4=CC=CC=C4)=NN3)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC7=CC(C(C)(C)C)=CC(C2)=C7OCCCC8=CC(C9=CC=CC=C9)=NN8)=C6OCCCC%10=CC(C%11=CC=CC=C%11)=NN%10)=C5OCCCC%12=CC(C%13=CC=CC=C%13)=NN%12)=C1)(C)C
training_only_within_group_selection,2,train,Group 9/106.log,Group 9,Group 9,106.log,CC(C1=CC2=C(OCCCC3=CC(C4=CC=CC=C4)=NN3)C(SC5=CC(C(C)(C)C)=CC(SC6=CC(C(C)(C)C)=CC(SC7=CC(C(C)(C)C)=CC(S2)=C7OCCCC8=CC(C9=CC=CC=C9)=NN8)=C6OCCCC%10=CC(C%11=CC=CC=C%11)=NN%10)=C5OCCCC%12=CC(C%13=CC=CC=C%13)=NN%12)=C1)(C)C
training_only_within_group_selection,2,train,Group 9/108.log,Group 9,Group 9,108.log,CC(C1=CC2=C(OCCCCCN3C=CC=N3)C(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(SC6=CC(C(C)(C)C)=CC(S2)=C6OCCCCCN7C=CC=N7)=C5OCCCCCN8N=CC=C8)=C4OCCCCCN9N=CC=C9)=C1)(C)C
